time,pm2_5,pm10,ozone,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,pressure_msl
2023-01-01T00:00,138.3,198.4,0,121.4,31.5,4439,6.5,96,9.2,309,1019.1
2023-01-01T01:00,138.3,198.4,0,128.4,31.4,4948,6,96,9.2,312,1019.7
2023-01-01T02:00,140.6,201.6,0,138,31.1,5658,6,97,7.3,340,1020.2
2023-01-01T03:00,154.1,221.2,5,141.9,30,6052,7.7,94,4,360,1020.9
2023-01-01T04:00,145.3,208.2,27,131.3,27.5,5451,10,85,2.3,39,1021.7
2023-01-01T05:00,129,185.3,59,113.5,24.3,4383,12.6,74,0.4,180,1022.4
2023-01-01T06:00,109,156.9,100,88.8,22.7,3102,14.7,62,0.8,243,1022.1
2023-01-01T07:00,92.4,133.2,131,67.3,25.8,2472,16,57,1.8,259,1021.1
2023-01-01T08:00,81.7,117.8,161,44.3,31.1,1972,16.5,55,2.2,270,1020.2
2023-01-01T09:00,75,108,176,36.8,38,1798,16.8,54,1.4,270,1019.5
2023-01-01T10:00,72.4,104.3,151,62.5,41.3,2141,16.6,55,0.8,243,1019.2
2023-01-01T11:00,80.1,115.3,105,106.4,44,2822,16.3,57,1.1,180,1019.3
2023-01-01T12:00,103.6,149,57,140.3,41,3590,15.1,66,2.4,117,1019.7
2023-01-01T13:00,132.2,190,42,155.5,42,4773,13.9,71,2.5,90,1020.1
2023-01-01T14:00,155.5,223.1,21,176.9,43.6,6459,13,75,2.5,90,1020.8
2023-01-01T15:00,171.8,246.8,0,195.1,45.2,8402,12,79,2.2,99,1021.4
2023-01-01T16:00,184.4,264.5,0,191.3,45.8,9277,11,83,0.4,90,1021.6
2023-01-01T17:00,195.6,280.3,0,178.8,46,9887,10.4,86,1.6,27,1022
2023-01-01T18:00,203.5,292.4,0,161.5,45.5,10254,9.8,88,4,10,1021.8
2023-01-01T19:00,205.8,295.2,0,151.1,44.3,10114,6.8,94,6.6,29,1021.7
2023-01-01T20:00,204.4,293.4,0,140.8,42.6,9666,6,95,6.9,43,1021.4
2023-01-01T21:00,197.9,284.1,0,134.1,39.8,8888,5.1,98,7.4,61,1020.9
2023-01-01T22:00,184.9,265.4,0,139.9,37.3,8138,4.9,100,5.6,63,1020.5
2023-01-01T23:00,173.2,248.7,0,151.7,34.5,7254,5,99,3.1,45,1020.2
2023-01-02T00:00,156.5,224,1,111.1,24.7,4888,4.4,99,2.3,231,1020.6
2023-01-02T01:00,164.8,236.6,0,125.4,23.8,5848,3.7,99,2.3,309,1021
2023-01-02T02:00,177,253.3,0,145.4,22.5,7193,4,98,1.9,22,1021.8
2023-01-02T03:00,196,281.3,7,158.2,21.5,8138,4.6,100,2.6,56,1022.6
2023-01-02T04:00,177.4,254.3,49,146.1,21,7473,6.3,98,3.4,72,1023.3
2023-01-02T05:00,195.1,279.4,107,122.5,21,6096,8,97,4,100,1023.9
2023-01-02T06:00,156.9,224.9,173,89.2,24.1,4292,10.1,92,3.2,117,1023.8
2023-01-02T07:00,111.5,160.2,204,61.6,31.1,3227,12.6,82,2.3,129,1023
2023-01-02T08:00,88.9,128.1,226,32,40.8,2224,14.6,72,1.3,146,1021.9
2023-01-02T09:00,80.3,115.7,228,18.1,50.3,1485,15.4,68,0.8,207,1021.2
2023-01-02T10:00,75.4,108.5,196,44.3,50.9,1587,15.6,67,0.5,225,1020.7
2023-01-02T11:00,77.8,112,142,91.1,48.3,2117,15.3,69,1.1,252,1020.8
2023-01-02T12:00,108.3,155.5,81,148.6,49.3,3190,14.6,73,2.6,164,1021
2023-01-02T13:00,142.5,204.4,60,185.7,53,4553,13.3,79,2.9,150,1021.3
2023-01-02T14:00,174.6,250.5,30,238.1,58.3,6499,12.2,83,2.1,149,1021.9
2023-01-02T15:00,203.5,291.5,0,286.9,63.5,8819,11.5,86,0.8,117,1022.2
2023-01-02T16:00,226.3,324.1,0,287.6,64.1,9993,10.6,90,0.7,90,1022.4
2023-01-02T17:00,240.3,344.6,0,270.5,63.2,10924,9.6,94,2.6,74,1022.6
2023-01-02T18:00,247.7,355.8,0,243.6,61,11648,7.2,100,4.5,76,1022.6
2023-01-02T19:00,247.7,355.8,0,226.2,59,11665,6.7,100,4,95,1022.7
2023-01-02T20:00,245.9,352,0,207.1,56.4,11315,5.7,100,2.3,129,1022.6
2023-01-02T21:00,241.2,346.5,0,188.7,53.2,10683,4.4,99,0.5,135,1022.5
2023-01-02T22:00,237,339.9,0,182.4,50.8,10072,3.4,97,1.6,63,1022.1
2023-01-02T23:00,233.3,334.3,0,181.1,48.6,9338,3.2,96,2.8,40,1021.9
2023-01-03T00:00,139.2,199.8,0,126.3,28.5,4534,5.1,98,1.8,79,1022.3
2023-01-03T01:00,149.5,214.2,0,145.6,30.5,5534,5.2,98,3.1,69,1022.9
2023-01-03T02:00,167.2,239.3,0,172.6,33.4,6933,5,98,3.1,54,1024.1
2023-01-03T03:00,195.6,280.3,8,186.9,37.3,7815,5.2,95,2.6,74,1024.8
2023-01-03T04:00,180.7,258.9,46,162.8,40.5,6847,6.5,94,1,45,1025.3
2023-01-03T05:00,164.4,236.1,99,120.4,43.9,5040,8.4,95,2.1,301,1025.6
2023-01-03T06:00,129.9,188.1,161,69.3,46.5,2935,10.2,94,4.2,301,1025.3
2023-01-03T07:00,108,156.5,195,43.6,46,2136,12.2,88,4.6,321,1024.7
2023-01-03T08:00,94.1,136,223,22.8,44,1640,14.2,79,4,333,1023.5
2023-01-03T09:00,83.8,120.6,230,14.6,40.5,1365,15.4,70,5.1,321,1022.6
2023-01-03T10:00,77.8,111.5,197,34,36.9,1470,15.9,65,6.6,315,1022.1
2023-01-03T11:00,77.8,111.5,141,68.9,32.6,1831,15.5,66,5.6,310,1022.2
2023-01-03T12:00,113.6,163,82,134.3,43,2963,12.4,81,8,288,1022.2
2023-01-03T13:00,141.6,203,62,155.6,45,4064,10.3,85,10,308,1022.4
2023-01-03T14:00,168.1,240.3,34,185.9,48.1,5636,9.9,85,8.5,332,1022.9
2023-01-03T15:00,187.7,269.2,4,215.1,51.8,7527,9.7,85,6.5,3,1023.2
2023-01-03T16:00,204.9,293.4,0,217.9,53.9,8576,8.8,88,6.9,6,1023.7
2023-01-03T17:00,219.3,313.9,0,211.2,55.8,9461,8.9,88,6.1,3,1023.9
2023-01-03T18:00,228.6,326.9,0,198.9,56.4,9962,9.3,88,3.7,11,1023.7
2023-01-03T19:00,226.3,324.1,1,190.9,54.7,9526,8.9,90,3.8,221,1023.2
2023-01-03T20:00,217,310.1,3,181.5,51.7,8581,7.3,94,6.5,236,1022.9
2023-01-03T21:00,205.8,294.3,7,166.5,46.9,7253,5.2,98,9.7,272,1022.6
2023-01-03T22:00,197.4,282.2,11,150.6,42.8,6313,5.1,98,8.2,299,1022.6
2023-01-03T23:00,186.7,267.3,17,132.4,38,5338,5.1,97,6.6,319,1022.2
2023-01-04T00:00,215.1,308.3,0,175.6,48.5,6882,7.2,96,4.1,345,1022.7
2023-01-04T01:00,209.1,299.9,0,180,46.3,7187,6.5,99,1.5,76,1023.4
2023-01-04T02:00,208.6,299,0,185.9,43.2,7608,5.2,99,1.6,117,1024
2023-01-04T03:00,219.3,314.8,7,183.2,39.2,7696,5.8,97,1.8,143,1024.7
2023-01-04T04:00,204.9,293.4,59,166.9,36.7,7058,7,98,1.1,180,1025.3
2023-01-04T05:00,217.5,311.1,132,142.3,34.2,6036,9,95,0.5,315,1025.8
2023-01-04T06:00,188.1,269.2,216,107,32.8,4672,11.5,86,1.4,360,1025.4
2023-01-04T07:00,146.7,209.5,257,74.2,34.4,3720,14,69,3.6,354,1024.2
2023-01-04T08:00,121.1,173.7,288,38.3,37.5,2769,15.6,55,5.9,346,1023
2023-01-04T09:00,109.4,156.5,291,20,40.8,2065,16.3,51,7.1,336,1022.3
2023-01-04T10:00,102,145.8,244,49.7,41,2208,16.4,51,6.7,324,1021.7
2023-01-04T11:00,104.3,149.5,167,103.3,40.2,2766,15.4,64,3.7,299,1021.7
2023-01-04T12:00,171.4,244.9,103,176.1,58.5,4399,10.9,83,6.5,214,1022.4
2023-01-04T13:00,199.8,285.9,77,198.6,60,5458,11.2,79,5.7,215,1022.6
2023-01-04T14:00,227.2,325,39,230.4,62,6976,11.1,79,2.3,198,1023
2023-01-04T15:00,248.7,356.7,1,261.4,65,8956,10.6,82,1.1,90,1023.4
2023-01-04T16:00,267.3,381.8,0,263.9,67.4,10253,9.9,85,0.4,90,1023.6
2023-01-04T17:00,283.1,405.1,0,256.4,70.2,11501,9,89,0.8,117,1023.5
2023-01-04T18:00,295.2,422.8,0,246.2,72.8,12653,8.1,92,1.6,117,1023.7
2023-01-04T19:00,301.7,431.2,0,243.5,73.7,12926,7.7,94,0.8,117,1023.6
2023-01-04T20:00,303.6,434,0,241.6,73.9,12825,6.6,99,0.4,90,1023.4
2023-01-04T21:00,300.8,430.3,0,241.2,73.3,12390,5.1,98,1.1,72,1023.3
2023-01-04T22:00,297.1,424.7,0,243.8,72.1,11755,2.9,100,2,45,1023
2023-01-04T23:00,295.2,421.9,0,247.9,70.2,10895,2.3,99,2.6,34,1022.9
2023-01-05T00:00,191.4,273.8,0,137.8,19.1,5886,1.3,99,3,76,1023.1
2023-01-05T01:00,189.1,270.1,0,138.4,19.4,6085,1.1,99,3.6,96,1023.7
2023-01-05T02:00,189.5,271,0,139.1,19.6,6363,2.1,100,3.9,112,1024.3
2023-01-05T03:00,191.9,273.8,3,139.7,19.5,6539,3,98,3.5,114,1025
2023-01-05T04:00,195.6,279.4,21,142.5,17.2,6413,4.8,98,4.1,135,1025.8
2023-01-05T05:00,195.6,279.4,46,145.8,14.1,6140,6.6,93,3.2,153,1026.2
2023-01-05T06:00,206.8,295.2,91,137.8,14.8,5571,9,92,2.1,149,1026.2
2023-01-05T07:00,212.8,303.6,146,107.8,22.9,4834,10.9,88,1.5,166,1025.4
2023-01-05T08:00,199.3,285,211,66.1,35.1,3921,12.9,79,1.5,194,1024.5
2023-01-05T09:00,170.4,244,258,38.5,48,3154,14.3,71,2.9,240,1023.5
2023-01-05T10:00,151.8,217.5,231,62.2,50.5,3160,15,67,3.9,248,1023
2023-01-05T11:00,150.4,214.7,170,109.3,50,3502,14.7,73,2.4,243,1022.8
2023-01-05T12:00,177.4,253.3,112,159.4,47.5,4388,11.4,85,5.6,153,1023.4
2023-01-05T13:00,204.4,292.4,83,183.3,49.4,5546,9.1,91,5.3,118,1023.9
2023-01-05T14:00,231.9,331.6,43,217.1,52.1,7203,6.8,97,6.2,111,1024.6
2023-01-05T15:00,250.5,357.6,1,248.4,55.6,9269,6.3,98,5.4,110,1025.1
2023-01-05T16:00,262.6,376.3,0,247.8,57.9,10466,5.3,99,6.3,114,1025.1
2023-01-05T17:00,274.7,392.1,0,235.1,60.1,11528,4.7,100,4.8,103,1025.4
2023-01-05T18:00,282.2,403.3,0,218,61.8,12478,4.3,99,4,100,1025.2
2023-01-05T19:00,284.1,406.1,0,211.5,61.4,12681,3.7,99,4.5,104,1024.9
2023-01-05T20:00,285.9,408.9,0,206.1,60.1,12546,3.6,97,4.2,121,1024.6
2023-01-05T21:00,287.8,411.6,0,199.3,57.8,12165,3.1,99,3.1,126,1024
2023-01-05T22:00,285.9,408.9,0,190.8,55.9,11718,3.4,99,2.2,99,1023.5
2023-01-05T23:00,284.1,406.1,0,181.5,53.8,11130,3.1,99,1.1,108,1023.2
2023-01-06T00:00,156.9,224.4,1,101.1,11.1,4177,3.3,97,1.6,117,1024
2023-01-06T01:00,152.3,217.9,3,96.6,11.4,4071,3.8,97,3,104,1024.2
2023-01-06T02:00,148.1,211.9,6,90.3,11.9,3921,3.7,96,3.7,101,1024.9
2023-01-06T03:00,144.4,206.3,16,84.7,12.9,3771,3.5,97,4.5,119,1025.6
2023-01-06T04:00,144.8,207.2,29,86.2,13.6,3769,5,95,4.9,126,1026.3
2023-01-06T05:00,151.8,216.5,46,90.6,14.6,3816,6.3,97,4.2,160,1027.5
2023-01-06T06:00,163,233.3,77,91.8,17.2,3812,7.6,95,2.6,196,1027.5
2023-01-06T07:00,175.6,250.5,115,81.4,20.7,3633,9.6,89,2.4,207,1026.4
2023-01-06T08:00,182.1,259.8,161,66.2,25.2,3379,11.2,83,1.8,180,1025.2
2023-01-06T09:00,181.1,258.9,195,61.5,31,3266,11.9,82,2.4,117,1024.3
2023-01-06T10:00,177.4,253.3,178,81.8,34.5,3378,12.4,80,4.5,119,1023.5
2023-01-06T11:00,179.3,257,138,114.8,37.8,3633,12.3,81,1.8,191,1023.8
2023-01-06T12:00,191.9,274.7,66,143,40.9,4382,9.3,93,5.2,196,1024.6
2023-01-06T13:00,224.9,321.3,49,165.5,44.3,5680,9.6,93,2.3,252,1024.5
2023-01-06T14:00,249.6,356.7,25,197.3,49.1,7535,9,97,3.2,243,1025.1
2023-01-06T15:00,267.3,382.8,0,227.5,54.8,9788,8.6,98,2.4,153,1025.4
2023-01-06T16:00,280.3,400.5,0,228.4,57.3,11021,7.4,99,2.1,121,1025.2
2023-01-06T17:00,292.4,418.2,0,218.8,59.2,12063,6.9,100,2.7,67,1025.1
2023-01-06T18:00,306.4,437.7,0,205.6,60.7,12844,6.1,100,4.3,90,1025
2023-01-06T19:00,321.3,459.1,0,201.8,61.5,12808,5.7,99,3.3,41,1024.2
2023-01-06T20:00,320.4,458.2,0,199.1,61.7,12344,5.3,100,2,315,1024.4
2023-01-06T21:00,312.9,447,0,193.9,59,11332,4.8,100,1.8,217,1024.1
2023-01-06T22:00,280.3,401.4,0,187.1,52.5,10180,4.5,99,0.5,135,1023.7
2023-01-06T23:00,265.4,380,0,178.8,43.7,8739,5,99,3.1,291,1023.2
2023-01-07T00:00,210.5,300.8,0,129.7,23.5,5292,4.8,99,5.2,282,1023.3
2023-01-07T01:00,198.8,284.1,0,123.5,23,5243,5.5,98,6.9,313,1023.7
2023-01-07T02:00,195.1,278.5,0,114.6,22.2,5171,5.5,96,5.4,356,1024
2023-01-07T03:00,195.1,278.5,15,103.9,21.1,5056,5.7,96,3.6,360,1024.4
2023-01-07T04:00,198.4,284.1,50,100.2,19.9,4985,6.7,95,2,315,1025.2
2023-01-07T05:00,204.9,292.4,99,97.9,18.5,4910,8.2,93,1.8,349,1025.4
2023-01-07T06:00,215.1,307.3,155,90.4,18,4685,9.6,92,0.8,243,1024.9
2023-01-07T07:00,212.8,304.5,186,73.9,20.2,4288,11.1,88,4.2,239,1023.7
2023-01-07T08:00,198.8,284.1,211,52.7,23.8,3777,12.8,81,6.6,248,1022.3
2023-01-07T09:00,184.9,264.5,215,39.8,27.3,3344,13.1,81,9.3,257,1021.7
2023-01-07T10:00,176,251.5,178,53.5,27.3,3301,13.9,78,12.2,272,1021.3
2023-01-07T11:00,171.8,245.9,116,79.7,26.1,3432,14,75,10.2,293,1021.5
2023-01-07T12:00,177.4,253.3,56,124.8,28.2,4024,11.7,90,5.9,346,1021.5
2023-01-07T13:00,198.8,284.1,42,138.6,29.2,4820,11.2,90,8.6,2,1021.6
2023-01-07T14:00,213.3,304.5,21,158.4,30.8,5958,10.3,93,7.5,305,1022.4
2023-01-07T15:00,224,320.4,0,180.1,33.5,7379,10.6,91,1.1,180,1022.5
2023-01-07T16:00,237,338.1,0,190.1,37.3,8353,9.9,94,0,270,1022.3
2023-01-07T17:00,250.5,358.6,0,196.9,42,9278,6.4,100,6.6,209,1022.2
2023-01-07T18:00,257,366.9,0,193.3,43.7,9593,6.6,100,7.1,255,1022.4
2023-01-07T19:00,244,348.3,0,175.1,37.8,8533,7.2,100,5.8,270,1021.8
2023-01-07T20:00,211.9,302.7,0,147.2,28.2,6735,5.2,100,4,275,1021.1
2023-01-07T21:00,183.9,262.6,1,110.7,17.5,4647,5.5,99,8.4,290,1020.6
2023-01-07T22:00,164.8,236.1,7,86.9,14.2,3829,5.9,100,10.1,305,1020.2
2023-01-07T23:00,153.2,218.9,16,64,12.9,3312,5.3,100,10.3,306,1019.9
2023-01-08T00:00,172.8,246.8,8,77.5,12.3,3777,5.5,99,5,300,1019.8
2023-01-08T01:00,166.7,238,6,76.6,11.6,3942,5.7,100,7,325,1020.3
2023-01-08T02:00,167.2,238.4,5,75.3,10.7,4174,6.1,99,6.9,317,1020.9
2023-01-08T03:00,168.1,240.3,14,73.9,10.3,4361,6.9,98,5.6,310,1021.2
2023-01-08T04:00,163.4,233.8,36,75.2,11.1,4329,7.7,97,4.7,274,1021.7
2023-01-08T05:00,170.4,244,68,77.1,12.5,4202,8.7,96,1.9,248,1021.8
2023-01-08T06:00,163,233.8,113,73.8,15.4,3902,10.7,90,4.1,255,1021.5
2023-01-08T07:00,154.6,222.1,156,57.8,18.8,3465,12.8,85,5.6,255,1020.5
2023-01-08T08:00,144.8,208.2,204,35.7,23,2911,14.4,79,6.5,264,1019.3
2023-01-08T09:00,133.6,192.3,231,26.5,27.5,2525,15.3,76,5.9,281,1018.4
2023-01-08T10:00,128.5,184.4,194,52.3,28.9,2704,15.7,74,9.3,286,1018.3
2023-01-08T11:00,129.5,185.3,127,95.2,29.4,3152,15.3,76,7.6,301,1018.5
2023-01-08T12:00,178.3,255.2,45,161.4,34.3,4651,12.8,90,6.2,350,1018.2
2023-01-08T13:00,204,292.4,33,185.3,36.8,5837,11.3,92,7.1,319,1018.9
2023-01-08T14:00,229.1,327.8,17,219.4,40.4,7532,11.8,91,5.4,352,1019.2
2023-01-08T15:00,250.5,359.5,0,259.1,45.3,9606,11.4,92,4.9,324,1019.6
2023-01-08T16:00,270.1,387.4,0,281.5,50,10934,10.9,95,3.1,249,1019.8
2023-01-08T17:00,287.8,412.6,0,299.9,55,12146,7.7,100,6.4,243,1019.8
2023-01-08T18:00,297.1,424.7,0,299.1,56.3,12531,7.3,100,6.9,261,1019.7
2023-01-08T19:00,277.5,397.7,0,264.9,48.8,11113,6.2,100,8.7,277,1019.5
2023-01-08T20:00,239.3,341.8,0,210.7,36.8,8713,6.5,100,5.8,277,1019.5
2023-01-08T21:00,191.4,274.7,0,144.8,23.5,5902,6,100,6,287,1019.4
2023-01-08T22:00,164.4,235.6,5,110.9,19.2,4709,6.3,100,7.1,300,1019.4
2023-01-08T23:00,154.1,221.2,11,83,17.5,3886,6.1,100,5.7,305,1019.4
2023-01-09T00:00,196.5,281.3,1,123.2,19.1,5059,6,100,6.8,295,1020
2023-01-09T01:00,193.2,276.6,0,124.3,18.9,5308,6,100,7.2,288,1021
2023-01-09T02:00,197,282.2,0,125.7,18.5,5658,6.2,100,5.2,254,1021.3
2023-01-09T03:00,204,292.4,8,124.7,18,5950,6.7,99,2.8,220,1021.8
2023-01-09T04:00,205.8,294.3,50,121.2,17.2,5917,8.2,97,1.3,146,1022.3
2023-01-09T05:00,216.5,310.1,109,115.9,16.2,5748,10.5,93,2.3,141,1022.8
2023-01-09T06:00,218.9,313.9,182,102.7,17.6,5352,12.8,85,1.1,162,1022.4
2023-01-09T07:00,214.2,307.3,230,79.5,22.8,4806,14.5,78,2.1,211,1021.2
2023-01-09T08:00,199.3,285.9,274,50,30.1,4115,14.9,77,3.8,221,1020.4
2023-01-09T09:00,183,262.6,296,35,38.8,3570,15.7,74,3.3,229,1019.5
2023-01-09T10:00,170.9,245.9,263,59.3,42.7,3614,16.5,73,2.9,240,1019.2
2023-01-09T11:00,167.2,239.3,202,103.2,45.4,3930,16.2,75,2.3,231,1019.2
2023-01-09T12:00,174.6,249.6,117,139.2,42.5,4357,14.5,78,3.3,193,1019.4
2023-01-09T13:00,204.4,292.4,87,167.1,44,5548,13.3,82,4.3,175,1019.5
2023-01-09T14:00,226.8,325,44,206.5,46.3,7245,12.3,86,4.1,165,1020.4
2023-01-09T15:00,239.3,342.7,0,246.1,49.1,9216,11.5,88,2.9,150,1020.9
2023-01-09T16:00,250.5,358.6,0,252.3,50.9,10148,10.4,92,3.7,151,1021.1
2023-01-09T17:00,261.7,374.4,0,247.2,52.5,10832,8.9,97,4.3,180,1021
2023-01-09T18:00,267.3,382.8,0,237.1,52.9,11210,9.4,99,4.8,228,1020.9
2023-01-09T19:00,265.4,380,0,232.2,51.2,10955,8.7,100,6.3,246,1020.8
2023-01-09T20:00,267.3,382.8,0,226.2,48.2,10321,7.4,100,8.4,263,1020.8
2023-01-09T21:00,258.9,370.7,0,214.8,43,9290,6.9,100,9.2,291,1020.4
2023-01-09T22:00,247.7,354.8,0,201,38,8355,6.8,100,8.7,318,1020
2023-01-09T23:00,228.6,327.8,0,184.3,32.2,7282,6.7,100,8.4,329,1020.1
2023-01-10T00:00,184.9,264.5,2,134.9,18.5,5098,7.6,99,4,85,1020.4
2023-01-10T01:00,182.5,260.8,0,133.9,18.5,5210,7.5,99,1.8,90,1021.1
2023-01-10T02:00,182.1,260.8,0,132.4,18.3,5370,7.5,98,1.1,108,1021.6
2023-01-10T03:00,183.9,263.6,11,129.4,17.5,5538,7.9,95,4,85,1021.7
2023-01-10T04:00,190.5,272.9,43,128.2,15.4,5650,8.3,96,2.6,106,1022
2023-01-10T05:00,202.1,289.6,87,126.9,12.6,5742,9.2,96,1.1,108,1022.3
2023-01-10T06:00,221.2,316.6,153,115.8,11.4,5574,11.2,91,3.7,281,1022.5
2023-01-10T07:00,231.9,332.5,217,88.7,14.4,4988,13.7,85,4.7,293,1021.5
2023-01-10T08:00,213.7,306.4,288,52.5,19.6,4154,15.2,81,5.7,305,1020.3
2023-01-10T09:00,175.1,251.5,332,28.6,25.8,3346,16.4,75,7.8,304,1019.1
2023-01-10T10:00,139.2,200.7,290,49.2,28.2,3192,16.8,73,8,306,1018.2
2023-01-10T11:00,125.3,180.7,207,89.9,30,3275,16.4,74,5.4,307,1017.6
2023-01-10T12:00,200.2,287.8,158,159.2,39.8,4776,13.5,86,6.2,291,1017.7
2023-01-10T13:00,224.4,322.2,118,182.1,40.7,5468,12.4,89,6.4,254,1018
2023-01-10T14:00,231,331.6,60,214.4,41.9,6454,10.6,94,7.4,231,1018.3
2023-01-10T15:00,227.2,326.9,1,243.9,43,7580,9.5,97,8.2,232,1018.4
2023-01-10T16:00,228.6,327.8,0,243,43.6,8096,8.9,98,9.4,230,1018.2
2023-01-10T17:00,233.8,335.3,0,230.6,44,8457,10.8,97,6.5,236,1018.2
2023-01-10T18:00,244.9,352,0,211.1,42.1,8574,10.3,99,5.1,231,1018.2
2023-01-10T19:00,249.6,357.6,0,198.4,37.1,8259,8.9,100,4.7,184,1017.2
2023-01-10T20:00,236.6,339.9,0,184.6,30,7678,6.9,100,5.7,215,1016.5
2023-01-10T21:00,222.6,319.4,0,166.7,22.4,6877,8.1,98,3.3,264,1015.9
2023-01-10T22:00,208.2,299,1,153.6,20,6338,8.7,95,3.3,264,1015.3
2023-01-10T23:00,206.3,296.2,2,140.9,19.1,5793,8.7,96,2.6,254,1014.5
2023-01-11T00:00,196,281.3,5,106.4,15.6,5013,8.2,99,3.4,162,1015.4
2023-01-11T01:00,193.7,277.5,6,102.6,15.1,4964,8.3,98,4.2,121,1015.1
2023-01-11T02:00,190,272.9,7,96.9,14.6,4890,8.6,98,5.2,124,1015.2
2023-01-11T03:00,187.2,268.2,16,90.3,14.4,4714,8.9,98,6.4,137,1015.6
2023-01-11T04:00,177.9,255.2,30,88.2,14.6,4494,9.6,98,6.9,171,1016.1
2023-01-11T05:00,177.9,255.2,50,87.1,15.2,4217,10.1,98,4,153,1016.3
2023-01-11T06:00,174.6,250.5,77,82.9,16.5,3829,10.7,98,4.7,184,1016.1
2023-01-11T07:00,179.7,258,101,74,18.2,3514,12,93,5.4,217,1015.4
2023-01-11T08:00,171.4,245.9,127,62.5,20.3,3183,12.7,91,3.4,58,1014
2023-01-11T09:00,163.4,235.2,143,53.7,21.6,2859,13.1,91,10.1,90,1013.1
2023-01-11T10:00,160.2,230,128,58.5,20.5,2783,13.4,89,11.5,94,1012.4
2023-01-11T11:00,150.4,216.5,97,69.2,18.1,2801,13.1,92,10.7,78,1012.3
2023-01-11T12:00,140.6,201.6,63,68.6,11.9,2556,12.9,93,5.5,79,1012.5
2023-01-11T13:00,139.2,199.8,55,70.4,10.9,2583,12.2,96,6.3,77,1013.3
2023-01-11T14:00,133.6,191.9,44,73,9.5,2622,12.3,95,6.9,81,1014
2023-01-11T15:00,128.5,183.9,32,73.8,8,2655,12.4,95,12.4,98,1013.7
2023-01-11T16:00,121.5,174.2,30,70.8,7.7,2660,12.1,95,11.9,90,1014.2
2023-01-11T17:00,116.6,167.2,31,65.8,7.6,2652,11.2,96,11.2,90,1014.5
2023-01-11T18:00,114.8,164.8,33,58,7.8,2595,10.6,96,9.4,90,1014.7
2023-01-11T19:00,112.5,161.6,34,51.2,7.8,2494,10.2,96,10.4,90,1014.6
2023-01-11T20:00,110.4,158.3,35,43.5,8.1,2358,9.8,96,10.1,92,1014.3
2023-01-11T21:00,108.5,155.5,36,34.5,8.4,2188,9.5,96,9.4,92,1013.9
2023-01-11T22:00,105.9,152.3,37,28,8.8,2036,9.1,96,8.3,92,1013.6
2023-01-11T23:00,103.4,148.5,38,22,9.2,1879,8.8,95,8,95,1013
2023-01-12T00:00,116.9,167.6,31,20.4,6.6,2119,7.7,97,6.8,90,1013.2
2023-01-12T01:00,121.5,174.6,23,28.5,7.2,2441,8.1,96,4.7,81,1013.4
2023-01-12T02:00,127.6,183,13,40,8.1,2894,7.7,97,5.9,52,1014.2
2023-01-12T03:00,132.7,190.5,14,50.7,10.4,3274,8.4,96,9.8,54,1014.6
2023-01-12T04:00,129.5,186.7,37,51,13.4,3185,10.4,94,9.3,74,1015.3
2023-01-12T05:00,131.8,190.5,72,47.5,17.2,2906,12.6,86,8.6,88,1015.4
2023-01-12T06:00,123.9,180.2,113,41.2,22.5,2524,14.6,78,8.7,97,1014.9
2023-01-12T07:00,124.8,181.6,133,33.7,26.9,2280,16.2,71,9.2,101,1013.5
2023-01-12T08:00,119,174.2,148,24.5,31.4,2034,17.3,65,8.8,99,1012.2
2023-01-12T09:00,110.1,162.1,151,24.1,35.3,1899,18,62,8.7,97,1011.4
2023-01-12T10:00,103.6,153.2,131,42.5,35.7,2005,18.1,61,8.8,99,1011
2023-01-12T11:00,100.4,148.1,96,70.7,34.5,2247,17.4,68,7.2,90,1010.6
2023-01-12T12:00,115.9,168.6,78,120.3,35.8,2996,13.7,86,7.9,39,1010.9
2023-01-12T13:00,141.6,205.4,59,137.4,35.7,3966,11.8,88,8.3,34,1011.2
2023-01-12T14:00,161.1,233.3,32,161.8,35.5,5350,11,86,8.9,43,1011.5
2023-01-12T15:00,172.8,249.6,5,185.9,35.8,6984,10.1,88,9.4,50,1011.9
2023-01-12T16:00,181.6,262.6,0,190.4,37.2,7828,9.6,92,9.6,77,1012.6
2023-01-12T17:00,190.5,274.7,2,188.2,39.1,8498,11.4,85,5.4,94,1013
2023-01-12T18:00,198.8,287.8,6,178.8,39.8,8849,11.2,86,2.7,247,1013.1
2023-01-12T19:00,193.2,279.4,6,166.6,37.8,8513,8.6,94,4.3,336,1012.4
2023-01-12T20:00,183.5,266.4,6,150.1,34.2,7781,9.8,92,1.5,14,1012.2
2023-01-12T21:00,170.4,246.8,6,129.1,29,6645,7.7,97,5.5,67,1012.1
2023-01-12T22:00,155.1,224.9,7,115.2,24.8,5676,7.7,97,5.4,48,1011.8
2023-01-12T23:00,138.3,200.2,8,102.1,20.2,4592,6.6,98,8.4,59,1011.8
2023-01-13T00:00,127.6,185.3,12,94.8,15.9,3738,9.1,98,6.6,202,1012.2
2023-01-13T01:00,117.6,170.4,13,90.4,14.1,3689,10,97,1.6,297,1012.7
2023-01-13T02:00,107.3,155.5,14,84.2,11.6,3611,9.8,98,2.9,173,1013.4
